wallet_id,aggregated_lp_score,deposit_volume_score,withdraw_volume_score,deposit_frequency_score,avg_holding_time_score,liquidity_retention_score,lp_volatility_score,time_score,total_score
0x00e47e21e505815ba7f4bd3dbae6607ebe879b4e,240.55,80.0,11.0,100.0,81.0,0.0,0.0,11.0,283.0
0x00b647981438589604651c7974fe46564baa77fd,252.45,114.0,0.0,100.0,78.0,0.0,0.0,5.0,297.0
0x00691534ccf88c21dd7dc1f2293b2f13a23177ff,317.05,89.0,100.0,24.0,132.0,0.0,0.0,28.0,373.0
0x00ee324a72178c99556a0596da7eca1bc9d11f76,524.0,112.0,96.0,0.0,125.0,0.0,150.0,41.0,524.0
0x00edcb1e21e3ccbf1bda0f924f1a19a475da257a,352.0,105.0,71.0,22.0,133.0,0.0,0.0,21.0,352.0
0x00d1eac437199cff199b5b85d438fa0c676b9082,552.5,114.0,100.0,0.0,147.0,250.0,0.0,39.0,650.0
0x00e773567bcb92144e4b18756f17376701cd4374,314.0,23.0,18.0,0.0,112.0,0.0,150.0,11.0,314.0
0x00b3643af8135ad02b3028781f39b2bd70f5fe42,623.0,150.0,100.0,100.0,114.0,0.0,150.0,9.0,623.0
0x00cd57f184ee972b909f074a7df3329d24c7b8e9,222.75,212.0,65.0,100.0,128.0,0.0,150.0,16.0,671.0
0x006929f17a092110b71c495883c53673c2f4ff3d,64.0,0.0,0.0,50.0,0.0,0.0,0.0,14.0,64.0
0x0129d0acdc38309abd86d28df4aad634c5adce4c,243.0,80.0,0.0,0.0,13.0,0.0,150.0,0.0,243.0
0x00b7f6f18fbe8dc24077a8895087e0fac8cec3ea,368.05,80.0,30.0,50.0,121.0,150.0,0.0,2.0,433.0
0x00c69357edaf620e4915d12f3e9afb668ca798c3,554.2,121.0,100.0,0.0,31.0,250.0,150.0,0.0,652.0
0x0026b8b41ef20b062abe4ff7292345f4ca9c0365,396.95,80.0,97.0,100.0,30.0,150.0,0.0,10.0,467.0
0x00a48b1754c2f89e14fa8b916d97cd30aeb319d2,297.33,169.0,22.0,100.0,194.0,0.0,150.0,16.0,651.0
0x0000ce08fa224696a819877070bf378e8b131acf,431.25,150.0,0.0,0.0,75.0,0.0,150.0,0.0,375.0
0x0035ea81752aff17baadc87f3492792b6d8becf9,247.35,80.0,0.0,0.0,61.0,0.0,150.0,0.0,291.0
0x0039b625b1d8632c7a0057c964ec58a9f39789d3,395.3,574.0,159.0,246.0,391.0,0.0,150.0,53.0,1573.0
0x0010649be53c7b6602997a4909e9896e7ffcfdd4,230.0,80.0,0.0,0.0,0.0,0.0,150.0,0.0,230.0
0x000000000005dfe874f01071d0e05f99178a5cfc,640.05,103.0,100.0,0.0,150.0,250.0,150.0,0.0,753.0
0x00bd925532b308d61f663edb13f002939d893ecf,248.54,137.0,0.0,0.0,57.0,0.0,300.0,0.0,494.0
0x004d7522521a917319a0161c6c7209ce93733cc6,418.0,112.0,0.0,22.0,134.0,0.0,150.0,0.0,418.0
0x002f0ce8818cd41e82e080ad4fb24c04bec6a884,344.57,160.0,179.0,22.0,129.0,150.0,0.0,42.0,682.0
0x007e69086ff7981e3fa99368facd516952625148,300.9,112.0,0.0,0.0,92.0,0.0,150.0,0.0,354.0
0x009a43f66d39da44eaecd301ea15e308e0b0c4b3,480.25,15.0,100.0,0.0,150.0,150.0,150.0,0.0,565.0
0x0089136bdac1c2dc7983bd67efff8bddba016b07,238.0,44.0,0.0,0.0,86.0,0.0,150.0,0.0,280.0
0x0000000a7e2039afd2a7a41dbbcc74c3f41f8f94,309.35,80.0,0.0,0.0,39.0,0.0,150.0,0.0,269.0
0x0002208085f5e1946500ad6616aa0ee2f19e826d,328.1,141.0,92.0,0.0,121.0,0.0,0.0,32.0,386.0
0x001fecb58024cada017446767720c60d5c8286ae,452.37,278.0,240.0,0.0,388.0,150.0,450.0,29.0,1535.0
0x00062acefae5c760cc18cac5a98d84e0ced0cfd1,209.55,124.0,11.0,50.0,126.0,0.0,150.0,10.0,471.0
0x007235950ca3cca963e0e994062ef8820dd9a9f3,352.75,113.0,100.0,33.0,150.0,0.0,0.0,19.0,415.0
0x009ae54bf26fccaa4c5a1443ebded3e472849371,510.0,114.0,82.0,22.0,114.0,0.0,150.0,28.0,510.0
0x01a4fb633164489b0dd8575a3635341c7a97cbf0,333.0,78.0,0.0,0.0,99.0,0.0,150.0,6.0,333.0
0x01247fdf97ef4ce628d1e639b83a79a78dc1bb8e,261.8,80.0,0.0,0.0,78.0,0.0,150.0,0.0,308.0
0x0084e3c31055dbde417acde052fb1ceda813fdb0,244.8,120.0,0.0,0.0,18.0,0.0,150.0,0.0,288.0
0x000000000002e33d9a86567c6dfe6d92f6777d1e,321.3,112.0,100.0,0.0,126.0,0.0,0.0,40.0,378.0
0x004098bb5b1d5285e4347bfebfe65b36d20fc697,384.2,45.0,100.0,0.0,140.0,0.0,150.0,17.0,452.0
0x0086cfbe3086baf741526cac344fede1e0f59d4f,438.0,138.0,0.0,0.0,150.0,0.0,150.0,0.0,438.0
0x00512317c843d55d32674fc004b3cb045cdfe906,511.0,80.0,100.0,0.0,31.0,150.0,150.0,0.0,511.0
0x00357027db905b2d04765c7d46a82b61f983aa53,220.15,79.0,0.0,0.0,30.0,0.0,150.0,0.0,259.0
0x000b85652fc321561cdf2bcadb07b61d8ab9ab8d,187.0,113.0,26.0,22.0,15.0,0.0,0.0,11.0,187.0
0x0053801da0aeb939900ccfc568a311d838f46308,164.05,71.0,0.0,22.0,99.0,0.0,0.0,1.0,193.0
0x000000697bb288f2528042e8844b65cd32beafca,329.8,114.0,28.0,100.0,116.0,0.0,0.0,30.0,388.0
0x000000a8faeecce8d814879068575dba0a473926,224.4,102.0,0.0,0.0,12.0,0.0,150.0,0.0,264.0
0x00e345e3e725e284449a3112635ceb65ad6efd04,429.68,266.0,0.0,22.0,269.0,0.0,300.0,0.0,857.0
0x00fc321ff1d2becb6be797f076b4d11987c0ffb9,121.13,80.0,0.0,100.0,96.0,0.0,150.0,4.0,430.0
0x007e7f50841811cfe5f92fcfd51e0229feeb6742,311.0,112.0,0.0,0.0,49.0,0.0,150.0,0.0,311.0
0x002fb0c5d1209f8f5616ba3d211be36c4d237d55,532.95,77.0,100.0,0.0,150.0,150.0,150.0,0.0,627.0
0x001c2113cfc6037e0ea1015a7dc7289de072e7fe,250.86,112.0,100.0,22.0,115.0,0.0,0.0,20.0,369.0
0x00002b503a75998c97508916a74fdb41934fa030,337.27,262.0,0.0,22.0,220.0,0.0,150.0,9.0,663.0
0x00e173806d025484091145ca79d5d830f3d38b4f,226.0,76.0,0.0,0.0,0.0,0.0,150.0,0.0,226.0
0x001b1e09360cdcc6ed239bea65ad038b19b5a4cc,64.16,0.0,0.0,122.0,0.0,0.0,0.0,0.0,122.0
0x00b3889344c1f6dc1e3dd6dedcb61c75bb587a2b,220.15,80.0,23.0,44.0,99.0,0.0,0.0,13.0,259.0
0x006d9fe4c0f5350f084ad48154588439391cdede,386.75,112.0,100.0,53.0,150.0,0.0,0.0,40.0,455.0
0x009a84f6e236a3e337780fcadda83224fd356e40,311.0,118.0,0.0,0.0,43.0,0.0,150.0,0.0,311.0
0x01296c92a09c4fad021df2639c54931a5b96de2e,380.8,45.0,100.0,22.0,117.0,0.0,150.0,14.0,448.0
0x0141777e3ddc85d7be26125c90b44593392e20d6,197.2,80.0,0.0,0.0,2.0,0.0,150.0,0.0,232.0
0x012b0b539007d424510441e69c6cf6641bf7afed,311.0,112.0,0.0,100.0,99.0,0.0,0.0,0.0,311.0
0x01a62222ed470ee0a8d66349a08212fa478300fc,56.0,0.0,0.0,46.0,0.0,0.0,0.0,10.0,56.0
0x002ad62671ad7c3818ce417ce5b7256fdfa67bf3,365.0,74.0,97.0,9.0,138.0,0.0,0.0,47.0,365.0
0x001ff1c258209a6e33eaf850da4f9080386c0c3b,293.0,103.0,55.0,22.0,95.0,0.0,0.0,18.0,293.0
0x00def9061cf0f1d65b78247585957ff67a72f633,280.5,79.0,35.0,70.0,131.0,0.0,0.0,15.0,330.0
0x0068af72c78b3816f2041857dacecada207c0d1c,194.65,133.0,0.0,50.0,46.0,0.0,0.0,0.0,229.0
0x00502eeab7da6b1033a60e9091bf7ea3cbb4fad6,425.0,125.0,0.0,0.0,150.0,0.0,150.0,0.0,425.0
0x00e073aa7dff400594881ec03c374bb1c312d166,125.0,76.0,0.0,0.0,49.0,0.0,0.0,0.0,125.0
0x00f314973e3968a8900438fe9a72b2ce3d4b8d46,234.3,113.0,100.0,141.0,132.0,0.0,0.0,30.0,516.0
0x0086967faa57e1935a51c9cf38c27dc85be40abd,234.84,133.0,0.0,22.0,168.0,0.0,150.0,0.0,473.0
0x011c79c3f951dc3d26fb08d226b60a7653753a95,300.05,80.0,0.0,0.0,116.0,0.0,150.0,7.0,353.0
0x011cdfa01faaf36654534349bd480772a393a5ff,416.0,38.0,81.0,0.0,117.0,0.0,150.0,30.0,416.0
0x01b37edd07ea71eaf552b6ef1b8dcfbb328e1f39,423.3,68.0,100.0,0.0,30.0,150.0,150.0,0.0,498.0
0x00017f6bd31dcd7857c5aaceeab4cd650d72d0fb,353.0,112.0,78.0,17.0,122.0,0.0,0.0,24.0,353.0
0x000000e335b46c1bce7efa82e0359cb9319b87f6,303.45,80.0,100.0,50.0,114.0,0.0,0.0,13.0,357.0
0x00408f15bf50af7758e59a1016d18ea5f23fa3cd,546.0,115.0,100.0,0.0,31.0,150.0,150.0,0.0,546.0
0x00e3fda79dd9a8858eed392922c41f59ea947bfd,511.0,80.0,100.0,0.0,31.0,150.0,150.0,0.0,511.0
0x00ac73632914446fa61aa0dacda46e482ec7d485,224.4,76.0,0.0,0.0,119.0,0.0,0.0,69.0,264.0
0x009f19daf77e153ca607043ea99236eaa88d50da,208.72,32.0,100.0,100.0,150.0,0.0,0.0,65.0,447.0
0x00818be58023ed472f331e5bcc292552717aca30,222.7,80.0,0.0,100.0,79.0,0.0,0.0,3.0,262.0
0x005963b334f88faefeb9da02ae188d35aed833ed,317.9,112.0,0.0,0.0,112.0,0.0,150.0,0.0,374.0
0x000000000562872307a4ba7c8c1625f55bdb3a84,317.9,112.0,0.0,0.0,112.0,0.0,150.0,0.0,374.0
0x0029ba34c92bc5b8d06e26549fbb9d71f1817a01,224.48,124.0,0.0,122.0,198.0,0.0,0.0,5.0,449.0
0x005f572aa75b7f89d1781668db2dbcc6bf1c8669,342.0,80.0,0.0,0.0,112.0,0.0,150.0,0.0,342.0
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,387.72,155.0,117.0,66.0,219.0,0.0,150.0,25.0,732.0
0x006eb2547a4058a6ad1b08aa4afeadcf094dca39,405.08,293.0,100.0,199.0,191.0,0.0,0.0,45.0,828.0
0x016aaa4f8061324f75bd585d1ae377238cef4186,65.0,0.0,0.0,22.0,0.0,0.0,0.0,43.0,65.0
0x018127f8b8a8d041e7856a725de68ee9cb6a7cec,159.73,80.0,0.0,100.0,0.0,0.0,150.0,0.0,330.0
0x0136cf0740d2381b9dd1c18edf2a35964b688b50,364.0,80.0,0.0,22.0,112.0,0.0,150.0,0.0,364.0
0x00000000002108f4085d2fd429669ce8f9851241,650.0,119.0,100.0,0.0,31.0,250.0,150.0,0.0,650.0
0x0087d1c6c0534cb90315113f3c52120e7319583e,303.53,158.0,189.0,12.0,251.0,0.0,0.0,67.0,677.0
0x00d1a56b5b9b1369c76376b26078a25df54b0000,736.0,76.0,100.0,22.0,134.0,150.0,150.0,8.0,640.0
0x0000000000000f25a072efa232d8efc0b5ce2436,417.35,112.0,100.0,0.0,121.0,0.0,150.0,8.0,491.0
0x00899adda769602c9526043158585099bec8829a,121.13,150.0,0.0,150.0,130.0,0.0,0.0,0.0,430.0
0x00534d0b37ab1dd1a967230f76d001e11abbd1ff,195.5,80.0,0.0,0.0,0.0,0.0,150.0,0.0,230.0
0x0036ff0aeda1559b03d50b46db2a7aa13300f223,215.0,80.0,0.0,22.0,113.0,0.0,0.0,0.0,215.0
0x0017d4580c983760d7d355cecadab756f119fd38,238.85,80.0,0.0,0.0,51.0,0.0,150.0,0.0,281.0
0x0054a1d1e6722fc00a3e0f5b6f9e9bfa94b75233,296.65,80.0,57.0,0.0,47.0,0.0,150.0,15.0,349.0
0x009f441f07226294f225cdfa10c272dce8017a58,60.0,0.0,0.0,50.0,0.0,0.0,0.0,10.0,60.0
0x00409fc839a2ec2e6d12305423d37cd011279c09,630.0,80.0,100.0,0.0,150.0,150.0,150.0,0.0,630.0
0x0054266c78e304f0d0282e2249798a8d3cc1c33b,465.65,199.0,185.0,0.0,274.0,100.0,150.0,37.0,945.0
0x0098bc76ce35e5a5043b97b3a65d9765b4394c1f,232.0,37.0,0.0,0.0,45.0,0.0,150.0,0.0,232.0
0x0102db43f54bb626d22ab98d7c72cc4e73b9e76c,343.0,80.0,0.0,0.0,113.0,0.0,150.0,0.0,343.0
0x01b86aeebcd1ff94ac1195cfc8fd9e39db24db45,58.65,0.0,0.0,50.0,0.0,0.0,0.0,1.0,51.0
0x00f46f15be03345bd6e5196ed1c62bfa63f9fc3b,220.0,80.0,0.0,22.0,115.0,0.0,0.0,3.0,220.0
0x01af3c594da33d8412ee666aa9274ff02470d9e3,145.33,48.0,0.0,100.0,118.0,0.0,150.0,0.0,416.0
0x018a82c70f689aeedb05cbc55631c5cfa807a25c,343.0,130.0,0.0,0.0,63.0,0.0,150.0,0.0,343.0
0x015aa3f2d7e70a70d1b06970e73372b3ba183403,230.0,80.0,0.0,0.0,0.0,0.0,150.0,0.0,230.0
0x011d8c920ca4b5d26617edc7b66e3514488cccd1,194.18,196.0,31.0,200.0,222.0,0.0,150.0,11.0,810.0
0x0199a54ad38f4d55b3819517d3fea232ae33f673,429.25,115.0,84.0,0.0,150.0,0.0,150.0,6.0,505.0
0x013243e0ea7e05900b4f54ad417d1d072e31e4d1,334.05,118.0,64.0,0.0,172.0,0.0,300.0,24.0,678.0
